prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Camiguin,2024,18.841548919677734,22.793071746826172,27.703086853027344,2028,Low Risk,8.86153793334961,16.94915199279785,5.84391975402832,Increasing
Camiguin,2025,20.07563591003418,23.67348861694336,28.174121856689453,2028,Low Risk,8.098485946655273,16.94915199279785,6.724336624145508,Increasing
Camiguin,2026,20.38388442993164,23.764545440673828,28.064838409423828,2028,Low Risk,7.6809539794921875,16.94915199279785,6.815393447875977,Increasing
Camiguin,2027,20.447324752807617,23.731155395507812,27.934101104736328,2028,Low Risk,7.486776351928711,16.94915199279785,6.782003402709961,Increasing
Camiguin,2028,20.428062438964844,23.672544479370117,27.819107055664062,2028,Low Risk,7.391044616699219,16.94915199279785,6.723392486572266,Increasing
Capiz,2023,23.818340301513672,28.43321418762207,34.35077667236328,2028,Low Risk,10.53243637084961,21.5053768157959,6.927837371826172,Increasing
Capiz,2024,23.49793815612793,28.226497650146484,34.067325592041016,2028,Low Risk,10.569387435913086,21.5053768157959,6.721120834350586,Increasing
Capiz,2025,23.444669723510746,28.130483627319336,33.805870056152344,2028,Low Risk,10.361200332641598,21.5053768157959,6.6251068115234375,Increasing
Capiz,2026,23.35006523132324,27.99958610534668,33.5787467956543,2028,Low Risk,10.228681564331058,21.5053768157959,6.494209289550781,Increasing
Capiz,2027,23.197166442871097,27.843355178833008,33.37958908081055,2028,Low Risk,10.18242263793945,21.5053768157959,6.337978363037109,Increasing
Capiz,2028,23.020320892333984,27.683509826660156,33.20244598388672,2028,Low Risk,10.182125091552734,21.5053768157959,6.178133010864258,Increasing
Catanduanes,2023,35.57432174682617,37.76877975463867,41.13182067871094,2028,Moderate Risk,5.557498931884766,38.01652908325195,-0.24774932861328125,Stable
Catanduanes,2024,35.15752410888672,37.81502532958984,41.68244171142578,2028,Moderate Risk,6.5249176025390625,38.01652908325195,-0.20150375366211648,Stable
Catanduanes,2025,35.003135681152344,38.02582550048828,42.42066192626953,2028,Moderate Risk,7.4175262451171875,38.01652908325195,0.009296417236328125,Stable
Catanduanes,2026,34.99006271362305,38.342796325683594,43.248741149902344,2028,Moderate Risk,8.258678436279297,38.01652908325195,0.3262672424316406,Stable
Catanduanes,2027,35.01856994628906,38.68334197998047,44.06850814819336,2028,Moderate Risk,9.049938201904297,38.01652908325195,0.6668128967285156,Stable
Catanduanes,2028,35.05137252807617,39.00584030151367,44.815040588378906,2028,Moderate Risk,9.763668060302734,38.01652908325195,0.9893112182617188,Stable
Cavite,2023,36.22982406616211,38.7154655456543,42.02680969238281,2028,Moderate Risk,5.796985626220703,41.00719451904297,-2.291728973388672,Decreasing
Cavite,2024,36.422019958496094,39.43302917480469,43.06190490722656,2028,Moderate Risk,6.639884948730469,41.00719451904297,-1.5741653442382812,Stable
Cavite,2025,36.59820938110352,40.012977600097656,44.08075714111328,2028,Moderate Risk,7.4825477600097585,41.00719451904297,-0.9942169189453125,Stable
