prov_name,year,q10_dynasty_share,q50_dynasty_share,q90_dynasty_share,horizon,risk_tier,pi_width,dynasty_share_2022,delta_from_2022,trajectory
Capiz,2023,21.726423263549805,28.897480010986328,37.75645446777344,2028,Low Risk,16.030031204223633,21.5053768157959,7.39210319519043,Increasing
Capiz,2024,20.708770751953125,28.178043365478516,37.28022384643555,2028,Low Risk,16.571453094482422,21.5053768157959,6.672666549682617,Increasing
Capiz,2025,20.13216209411621,27.72791290283203,36.85717010498047,2028,Low Risk,16.725008010864258,21.5053768157959,6.222536087036133,Increasing
Capiz,2026,19.676694869995117,27.315200805664062,36.4590950012207,2028,Low Risk,16.782400131225586,21.5053768157959,5.809823989868164,Increasing
Capiz,2027,19.28642463684082,26.916603088378903,36.0914192199707,2028,Low Risk,16.804994583129883,21.5053768157959,5.411226272583004,Increasing
Capiz,2028,18.976398468017575,26.567045211791992,35.77470397949219,2028,Low Risk,16.798305511474613,21.5053768157959,5.061668395996094,Increasing
Catanduanes,2023,32.47367858886719,35.32666778564453,38.42305374145508,2028,Moderate Risk,5.949375152587891,38.01652908325195,-2.689861297607422,Decreasing
Catanduanes,2024,32.75368118286133,35.654388427734375,39.08526992797851,2028,Moderate Risk,6.33158874511718,38.01652908325195,-2.362140655517578,Decreasing
Catanduanes,2025,32.862525939941406,35.856048583984375,39.528961181640625,2028,Moderate Risk,6.666435241699219,38.01652908325195,-2.160480499267578,Decreasing
Catanduanes,2026,32.857791900634766,35.906822204589844,39.75050735473633,2028,Moderate Risk,6.8927154541015625,38.01652908325195,-2.10970687866211,Decreasing
Catanduanes,2027,32.80746078491211,35.871971130371094,39.84864044189453,2028,Moderate Risk,7.041179656982422,38.01652908325195,-2.1445579528808594,Decreasing
Catanduanes,2028,32.74989318847656,35.80494689941406,39.88873672485352,2028,Moderate Risk,7.13884353637696,38.01652908325195,-2.21158218383789,Decreasing
Cavite,2023,36.63231658935547,39.4796257019043,41.98848342895508,2028,Moderate Risk,5.356166839599609,41.00719451904297,-1.527568817138672,Stable
Cavite,2024,36.65846633911133,39.56012725830078,42.44127655029297,2028,Moderate Risk,5.782810211181641,41.00719451904297,-1.4470672607421875,Stable
Cavite,2025,36.48688507080078,39.48012924194336,42.66053771972656,2028,Moderate Risk,6.173652648925781,41.00719451904297,-1.5270652770996094,Stable
Cavite,2026,36.3161735534668,39.36481475830078,42.777793884277344,2028,Moderate Risk,6.461620330810547,41.00719451904297,-1.6423797607421875,Stable
Cavite,2027,36.19277572631836,39.254390716552734,42.84819793701172,2028,Moderate Risk,6.655422210693359,41.00719451904297,-1.7528038024902344,Stable
Cavite,2028,36.11235427856445,39.15974044799805,42.891483306884766,2028,Moderate Risk,6.7791290283203125,41.00719451904297,-1.847454071044922,Stable
Cebu,2023,32.31315994262695,34.779422760009766,37.45820617675781,2028,Moderate Risk,5.145046234130859,33.099822998046875,1.6795997619628906,Stable
Cebu,2024,32.866390228271484,35.47578430175781,38.38113021850586,2028,Moderate Risk,5.514739990234375,33.099822998046875,2.3759613037109375,Increasing
Cebu,2025,33.196868896484375,36.03989028930664,39.139060974121094,2028,Moderate Risk,5.942192077636719,33.099822998046875,2.9400672912597656,Increasing
Cebu,2026,33.29851150512695,36.28423309326172,39.54024124145508,2028,Moderate Risk,6.241729736328125,33.099822998046875,3.184410095214844,Increasing
Cebu,2027,33.29259490966797,36.32795333862305,39.718597412109375,2028,Moderate Risk,6.426002502441406,33.099822998046875,3.228130340576172,Increasing
Cebu,2028,33.25675582885742,36.28696060180664,39.79063034057617,2028,Moderate Risk,6.53387451171875,33.099822998046875,3.1871376037597656,Increasing
Davao De Oro,2023,21.39375686645508,29.126705169677734,37.187652587890625,2028,Low Risk,15.793895721435543,31.45161247253418,-2.3249073028564453,Decreasing
Davao De Oro,2024,20.2233829498291,28.37689208984375,37.212120056152344,2028,Low Risk,16.988737106323242,31.45161247253418,-3.0747203826904297,Decreasing
Davao De Oro,2025,19.183996200561523,27.610435485839844,37.00609588623047,2028,Low Risk,17.822099685668945,31.45161247253418,-3.841176986694336,Decreasing
Davao De Oro,2026,18.34567642211914,26.92300033569336,36.716796875,2028,Low Risk,18.37112045288086,31.45161247253418,-4.52861213684082,Decreasing
Davao De Oro,2027,17.725780487060547,26.35940933227539,36.41932678222656,2028,Low Risk,18.693546295166016,31.45161247253418,-5.092203140258789,Decreasing
Davao De Oro,2028,17.294391632080078,25.92663955688477,36.152488708496094,2028,Low Risk,18.858097076416016,31.45161247253418,-5.5249729156494105,Decreasing
